part_id,stock_level,cost_price,entry_date
SP-445,155,$35.25,02/16/24
SP-316,204,$15.86,2024-07-11
SP-246,381,198.02,2024-11-09
SP-173,,$112.84,07/30/25
SP-485,72,69,"May 23, 2024"
SP-321,45,392.12,2024-11-27
SP-351,88,103.3,2025-06-14
SP-328,Low Stock,58.06,10/07/24
SP-178,475,424,2025-06-22
SP-232,334,$434.31,2024-06-05T00:00:00
SP-429,103,58.49,2025-04-07
SP-442,Low Stock,$135.46,2024-08-23
SP-415,307,$346.88,"Apr 12, 2025"
SP-155,256,$265.13,2025-07-23
SP-177,217,$152.95,2024-10-12
SP-430,176,$157.73,2024-02-07
SP-341,UNAVAILABLE,59.06,2025-02-27
SP-119,,$334.50,07/13/25
SP-138,36,349.61,2025-06-01
SP-129,UNAVAILABLE,$406.64,05/08/24
SP-459,230,$49.57,"Feb 18, 2025"
SP-340,56,$357.84,2024-03-01
SP-486,low stock,46.71,2025-07-31
SP-485,209,372.85,"May 29, 2025"
SP-347,Out of Stock,391.25,2024-02-26
SP-140,,198.37,2025-03-27
SP-243,52,376,2025-05-08T00:00:00
SP-382,,$64.42,07/15/24
SP-201,360,354.78,2025-07-30
SP-428,333,30.13,"Jul 25, 2024"
SP-407,202,307.43,2025-07-16
SP-153,227,$210.21,"Jul 16, 2025"
SP-197,72,278,2024-03-21
SP-381,315,323,2025-07-05
SP-347,303,$261.66,"Jul 09, 2025"
SP-154,LOW,$231.65,2024-12-19
SP-151,27,415.06,"Aug 15, 2024"
SP-111,442,40.72,2024-03-17
SP-407,59,146,2025-01-14
SP-392,292,,2024-12-14
SP-314,249,101,07/15/25
SP-118,121,273,2024-08-12
SP-292,186,93.65,04/21/25
SP-292,187,337.78,2024-07-08
SP-487,239,$431.86,2024-08-28
SP-406,490,404.94,"Jun 16, 2025"
SP-207,345,232,04/16/24
SP-383,243,15.45,08/26/24
SP-318,UNAVAILABLE,$393.83,"Jan 24, 2025"
SP-310,LOW,110.28,2024-01-22
SP-203,240,390.1,2024-01-18
SP-137,418,150,"Jun 30, 2025"
SP-240,119,348,2024-03-29
SP-125,,$438.59,"Aug 01, 2024"
SP-172,234,$328.98,2024-08-11T00:00:00
SP-135,100,279.03,2024-12-29
SP-247,19,$366.76,2024-09-07
SP-402,340,16.92,2025-02-23
SP-232,320,300.89,"Nov 24, 2024"
SP-317,26,378.08,2024-09-12
SP-481,107,$434.50,04/11/24
SP-174,132,157.05,2025-07-09
SP-218,192,304.8,03/24/24
SP-368,102,$302.89,2024-07-19
SP-251,340,$382.08,"Jun 19, 2024"
SP-231,56,$429.79,2024-01-02
SP-432,471,148.96,"Jul 31, 2024"
SP-292,222,,2024-03-02
SP-423,435,191.68,2025-04-12
SP-401,414,210.53,"Mar 04, 2024"
SP-142,138,,2024-09-02
SP-297,227,$194.06,"Nov 26, 2024"
SP-115,495,145.8,2024-04-09T00:00:00
SP-468,81,$45.05,06/18/24
SP-140,340,402.85,"Mar 15, 2025"
SP-394,None,339.99,02/15/24
SP-146,None,268,05/17/24
SP-173,139,,"May 26, 2025"
SP-324,UNAVAILABLE,229,10/22/24
SP-135,416,169.63,"Jul 29, 2025"
SP-491,472,$30.48,2024-04-08
SP-164,188,394.04,"Apr 05, 2025"
SP-157,56,59.99,2025-02-11
SP-329,158,165.2,04/04/25
SP-259,106,$265.57,2024-09-12
SP-426,Low Stock,$441.56,01/06/24
SP-372,317,58.9,2025-04-13
SP-180,46,374.89,"Apr 03, 2025"
SP-109,153,253.55,2024-10-20
SP-347,457,$67.40,06/10/24
SP-403,,197.78,2025-05-09
SP-128,None,159,"Nov 18, 2024"
SP-213,222,27.52,"Feb 17, 2024"
SP-169,144,210.83,2024-06-04T00:00:00
SP-398,172,347.74,"Dec 16, 2024"
SP-342,238,229.23,2024-10-21T00:00:00
SP-492,453,,12/26/24
SP-472,,392.7,2024-02-25
SP-431,386,115,"Aug 15, 2024"
SP-312,416,421.11,2024-12-25
SP-228,low stock,153,04/29/24
SP-102,184,175.28,2024-12-12
SP-199,379,$148.39,2025-01-29T00:00:00
SP-275,435,$280.55,2024-10-22
SP-385,268,161.67,2025-05-16
SP-286,70,415.25,"Apr 14, 2024"
SP-382,,16.37,2024-11-21T00:00:00
SP-493,Out of Stock,182.37,2024-09-27
SP-167,261,,01/18/25
SP-423,32,$445.44,10/03/24
SP-408,31,$363.60,2025-01-13T00:00:00
SP-490,18,293,2024-01-08
SP-388,260,154.62,2024-10-12
SP-448,345,140,05/11/24
SP-274,223,27.4,"Apr 15, 2024"
SP-289,139,$332.81,2025-03-17
SP-433,160,164.35,"Jun 28, 2024"
SP-321,266,305.88,"Aug 09, 2024"
SP-337,356,$45.08,"Jun 24, 2024"
SP-365,198,338.77,"Feb 08, 2025"
SP-157,441,$74.73,2024-03-21
SP-134,331,328.0,"Mar 01, 2025"
SP-369,191,6.54,05/09/25
SP-114,UNAVAILABLE,242.91,"Apr 03, 2024"
SP-435,,$310.39,"Apr 28, 2025"
SP-276,Out of Stock,309,"Jun 04, 2025"
SP-336,372,$60.54,2024-07-10
SP-212,73,154,2025-06-01
SP-188,325,421.01,2024-03-31T00:00:00
SP-486,267,30.26,2025-05-22
SP-498,216,215,01/22/24
SP-311,456,$369.24,06/20/24
SP-211,198,372.65,2024-05-20
SP-429,490,$292.14,2025-01-18T00:00:00
SP-280,LOW,426.11,2024-06-30
SP-343,459,268.01,05/31/24
SP-415,UNAVAILABLE,174,2024-08-25
SP-249,208,$445.82,04/29/25
SP-212,388,218.59,"May 30, 2024"
SP-308,130,103.21,2024-02-16
SP-412,,$163.10,2024-06-18
SP-287,Out of Stock,,"Oct 17, 2024"
SP-380,259,288.31,2024-12-02T00:00:00
SP-114,208,$311.90,"Mar 11, 2024"
SP-256,181,,"Jan 07, 2025"
SP-484,358,$6.00,11/16/24
SP-394,422,$33.35,2025-07-04
SP-332,408,$199.15,03/24/24
SP-381,None,$17.81,2024-07-24
SP-135,LOW,170,2024-04-04
SP-356,311,$399.55,"Jul 02, 2024"
SP-212,320,$235.45,2025-01-17
SP-350,Out of Stock,272,"Oct 27, 2024"
SP-162,177,119.34,"Aug 10, 2024"
SP-468,480,$30.29,"Sep 17, 2024"
SP-325,267,284.13,2024-03-28
SP-262,LOW,$340.04,01/25/25
SP-433,184,304.92,"May 25, 2024"
SP-464,Out of Stock,332,"Feb 20, 2024"
SP-126,Out of Stock,$56.53,"Oct 09, 2024"
SP-467,82,63.28,08/07/24
SP-154,LOW,175.21,2025-07-16T00:00:00
SP-129,166,230,05/08/24
SP-307,37,415,2024-03-06
SP-357,446,,"May 18, 2025"
SP-427,58,$202.89,2024-04-26
SP-193,304,342,05/18/24
SP-140,Low Stock,86.39,2024-09-30
SP-381,UNAVAILABLE,358.4,"Jan 08, 2024"
SP-210,272,,2024-02-21
SP-496,155,329.16,01/20/25
SP-252,479,339.27,2024-11-20T00:00:00
SP-125,198,$355.44,02/15/25
SP-331,55,210.43,"Jun 13, 2025"
SP-283,370,,02/19/25
SP-483,,364,2024-04-18
SP-178,448,88,2024-02-02
SP-327,Low Stock,366.93,"Jan 17, 2025"
SP-446,423,$427.84,2025-05-23
SP-236,LOW,43,01/03/25
SP-132,UNAVAILABLE,$337.29,"Feb 22, 2024"
SP-123,253,107.12,03/10/24
SP-425,UNAVAILABLE,$291.78,12/23/24
SP-428,228,108,2025-03-24
SP-220,,44.48,05/17/25
SP-106,223,$391.45,2025-02-13
SP-267,412,246.29,2024-05-05
SP-125,467,324.92,2024-07-29
SP-186,236,$77.84,2025-03-15
SP-472,350,$95.09,05/21/25
SP-142,268,,"Apr 04, 2024"
SP-183,,,2024-06-17
SP-297,113,107.64,2024-08-16T00:00:00
SP-456,426,332.03,2024-04-30
SP-478,,$231.72,2025-06-25
SP-313,481,97.84,10/02/24
SP-192,211,319.2,"Oct 06, 2024"
SP-257,Low Stock,112.5,07/12/24
SP-359,432,287.61,2025-01-02
SP-126,Out of Stock,209.89,01/05/24
SP-275,low stock,$65.21,"Feb 25, 2025"
SP-276,UNAVAILABLE,175.34,2024-05-06
SP-157,108,196.07,2024-10-27
SP-240,496,184.76,2024-03-29
SP-312,low stock,31.3,03/20/25
SP-115,208,165,12/06/24
SP-423,Low Stock,269.28,01/13/25
SP-133,381,442.61,2025-03-30
SP-377,low stock,151,2025-03-26
SP-321,430,95.47,2024-04-18
SP-362,305,$216.59,"Jan 17, 2025"
SP-452,111,274.43,2024-09-11
SP-348,41,388.23,2025-06-22
SP-473,142,175.22,2024-04-24
SP-287,88,286.69,"Sep 03, 2024"
SP-203,Out of Stock,$286.83,2024-04-17T00:00:00
SP-296,None,208.15,2024-11-02
SP-299,53,,"Mar 02, 2025"
SP-184,169,216.7,2024-06-09
SP-188,low stock,346.67,2024-05-20
SP-245,236,248.42,02/21/25
SP-136,262,$214.11,2025-02-18
SP-318,Out of Stock,313.14,2025-02-05
SP-462,302,,2024-09-29
SP-258,UNAVAILABLE,316,2024-01-03
SP-102,321,139.92,2024-11-02
SP-309,30,413,2024-12-09
SP-305,59,222.16,2024-07-06T00:00:00
SP-195,187,,2024-08-25
SP-390,223,376,"Mar 30, 2024"
SP-400,427,$437.50,09/16/24
SP-377,Out of Stock,406.32,02/29/24
SP-342,None,172,2024-02-27
SP-335,325,208.28,"May 26, 2025"
SP-116,None,$54.39,"Aug 20, 2024"
SP-153,156,259,2025-07-23
SP-145,,$162.33,"Jul 07, 2025"
SP-262,100,410.43,2025-06-06
SP-361,253,68.37,06/08/25
SP-341,Out of Stock,228.09,03/14/25
SP-477,380,150.63,"May 24, 2025"
SP-248,382,426.8,04/05/25
SP-194,LOW,$424.03,2024-06-09T00:00:00
SP-151,41,374,"May 02, 2024"
SP-499,,177,03/06/24
SP-488,None,$74.73,"May 22, 2025"
SP-180,39,372.96,2025-02-21
SP-170,153,246.33,"May 12, 2025"
SP-136,467,$408.84,"Jan 25, 2024"
SP-267,low stock,109.98,"Jan 19, 2025"
SP-407,,77,2024-07-15
SP-231,180,,"Jan 14, 2025"
SP-310,51,324.33,2024-10-14
SP-403,,191.54,"Oct 13, 2024"
SP-275,Low Stock,79.18,2025-06-23T00:00:00
SP-198,438,110,"Oct 26, 2024"
SP-379,275,85.65,"Apr 19, 2024"
SP-397,Low Stock,$441.20,2025-03-22
SP-210,322,104.1,"Jul 21, 2025"
SP-143,456,308,06/18/24
SP-118,205,268.28,2025-06-21T00:00:00
SP-192,Low Stock,19.9,2024-12-22
SP-126,498,35,2025-02-24
SP-302,,$126.92,09/24/24
SP-156,482,$224.07,2025-06-07
SP-101,224,220.61,"Apr 21, 2025"
SP-366,355,384.28,"Jan 09, 2025"
SP-474,73,,2024-11-01
SP-259,306,151.87,"Sep 12, 2024"
SP-345,328,$114.61,01/14/25
SP-352,381,196.47,07/13/24
SP-127,94,222.29,"Nov 10, 2024"
SP-123,282,127.76,06/23/25
SP-106,74,137,2024-10-25T00:00:00
SP-288,,84,2024-02-27
SP-418,37,358.07,"Dec 21, 2024"
SP-114,113,206.67,2025-05-03
SP-224,,75.66,2025-07-16
SP-128,79,$180.32,2025-01-27
SP-355,237,$289.67,2024-08-03T00:00:00
SP-309,110,342.8,"Apr 10, 2025"
SP-117,Low Stock,$311.64,2024-05-07T00:00:00
SP-321,186,$377.32,"Jun 04, 2025"
SP-452,None,155.35,2024-12-12
SP-149,152,413,12/22/24
SP-202,357,27.68,05/11/25
SP-352,169,335.63,06/25/25
SP-320,460,39.38,"Sep 16, 2024"
SP-252,Low Stock,398.34,2024-10-08
SP-452,101,123.41,2025-06-05T00:00:00
SP-274,LOW,$64.22,2025-05-10
SP-262,None,405.62,2024-09-30T00:00:00
SP-231,182,245.36,"Nov 03, 2024"
SP-159,239,157.32,2025-05-01
SP-475,UNAVAILABLE,283,2025-01-17
SP-496,479,367.87,10/09/24
SP-413,287,286.73,05/31/24
SP-376,None,261,"May 31, 2024"
SP-155,169,154,07/07/25
SP-182,134,$130.75,2025-07-29
SP-474,138,$263.32,"Dec 24, 2024"
SP-125,UNAVAILABLE,436,12/01/24
SP-184,387,$279.28,2024-07-05
SP-286,274,,"Jun 08, 2024"
SP-459,494,$171.41,"Jan 04, 2025"
SP-361,475,47,2024-10-08
SP-397,308,,02/07/24
SP-318,None,391,"Mar 02, 2025"
SP-306,78,260,"Jul 20, 2025"
SP-429,low stock,101.14,2025-03-19
SP-481,383,382.95,"Apr 01, 2024"
SP-331,Out of Stock,249.62,2024-12-30T00:00:00
SP-402,142,,"May 28, 2024"
SP-374,90,105.33,"Jan 23, 2024"
SP-342,317,236.2,2024-11-10
SP-102,94,$88.01,"Nov 04, 2024"
SP-308,,$81.57,"Dec 23, 2024"
SP-307,low stock,$338.09,01/27/24
SP-198,,$103.23,2024-10-15
SP-235,305,325,"Feb 25, 2025"
SP-330,,18.73,03/04/24
SP-444,325,,2024-07-06
SP-171,194,439.95,2024-11-21
SP-478,134,191,2025-01-05
SP-180,41,15.47,2024-08-14
SP-200,UNAVAILABLE,383.02,11/26/24
SP-101,None,$48.14,02/20/24
SP-434,Out of Stock,211.6,2025-03-16T00:00:00
SP-337,361,123.45,2025-03-11
SP-289,,$211.47,"May 01, 2025"
SP-230,145,173.14,2024-08-02
SP-129,48,$347.55,2024-06-22
SP-285,42,$255.31,"May 05, 2024"
SP-401,low stock,376.39,2024-08-18
SP-290,None,54.05,2025-07-08
SP-339,89,225.06,2025-05-04
SP-157,433,427.0,05/18/25
SP-445,107,327.05,2025-07-15T00:00:00
SP-350,20,157.29,2025-05-29
SP-358,,322.98,"Oct 22, 2024"
SP-495,low stock,415,2024-09-27
SP-267,11,$294.44,06/08/25
SP-369,UNAVAILABLE,432,2024-03-15
SP-254,472,294.43,2024-01-03
SP-219,365,380.32,"Oct 19, 2024"
SP-243,Low Stock,169,2024-10-25
SP-415,low stock,196.49,2025-05-26T00:00:00
SP-479,Low Stock,449.86,"Apr 28, 2025"
SP-214,152,124.79,"Jan 26, 2025"
SP-463,282,110,2025-05-26
SP-421,UNAVAILABLE,29,2024-11-07
SP-448,310,373.85,"Jan 26, 2024"
SP-463,317,416.15,2024-05-23T00:00:00
SP-405,317,$44.10,05/29/24
SP-421,,$47.65,2024-07-16
SP-169,,343.81,"Jul 31, 2025"
SP-187,459,347.89,2024-08-05
SP-417,341,$434.89,12/24/24
SP-452,472,,06/30/24
SP-403,269,23.26,"Jan 23, 2025"
SP-341,Out of Stock,107,2024-08-28
SP-209,LOW,$292.07,"Feb 13, 2025"
SP-404,UNAVAILABLE,340.37,"Feb 22, 2024"
SP-435,34,27.57,2025-04-10
SP-495,347,438.67,"Mar 12, 2025"
SP-458,364,$385.22,"Feb 28, 2025"
SP-346,232,157.27,2024-04-12T00:00:00
SP-146,211,152.31,2025-03-02T00:00:00
SP-110,462,,04/22/24
SP-350,371,48.32,04/04/25
SP-170,457,116.95,"Feb 01, 2025"
SP-423,126,$430.03,2024-02-11
SP-413,98,,2025-02-27
SP-285,269,267.34,2024-07-30
SP-274,211,$312.08,2025-05-22
SP-345,436,$267.43,2024-02-27
SP-355,216,$307.38,"Aug 25, 2024"
SP-376,303,368,2024-05-04
SP-366,LOW,$439.92,2025-02-16
SP-401,429,$121.56,"May 07, 2024"
SP-329,371,221.4,2024-12-05
SP-220,397,5.95,"Jul 12, 2025"
SP-156,,23.81,"May 05, 2024"
SP-113,20,359.57,2024-09-19
SP-443,Low Stock,$95.17,03/23/25
SP-128,,,05/08/25
SP-426,234,33.24,"Jan 28, 2024"
SP-325,190,27,"Feb 02, 2024"
SP-486,287,233.97,2025-04-02
SP-130,37,398,2024-04-04
SP-138,131,$75.35,08/17/24
SP-253,LOW,347.68,06/14/25
SP-324,470,$359.65,2025-05-31
SP-144,106,$422.04,"May 27, 2024"
SP-426,Out of Stock,189,2024-07-16T00:00:00
SP-456,467,136.43,2024-06-29
SP-147,62,214.83,"Feb 04, 2025"
SP-389,146,$355.16,"Jun 05, 2025"
SP-163,LOW,346.85,2024-03-09
SP-307,231,$202.44,2024-05-13T00:00:00
SP-424,UNAVAILABLE,91.03,2024-11-24
SP-156,None,430.54,"Feb 15, 2024"
SP-289,Low Stock,$142.64,2024-01-04
SP-462,83,$322.02,"May 03, 2024"
SP-357,40,198.07,2025-05-23T00:00:00
SP-411,272,$426.26,2025-03-04
SP-239,,153,"Mar 28, 2024"
SP-444,,$287.82,02/02/25
SP-306,,$99.90,"Jul 12, 2025"
SP-102,470,391.36,"Jul 16, 2025"
SP-116,86,321.93,2025-07-01
SP-304,low stock,429.14,"Jul 28, 2024"
SP-434,UNAVAILABLE,233,"May 21, 2024"
SP-340,106,$95.02,2024-02-28
SP-368,,303.15,2024-12-25
SP-246,,$203.20,"Apr 05, 2025"
SP-499,332,410.71,"May 31, 2024"
SP-105,LOW,$157.04,2025-01-14
SP-402,Low Stock,244.38,2024-01-31
SP-374,114,$183.97,2025-07-26
SP-342,340,343.75,03/04/24
SP-287,,216.69,07/29/25
SP-209,169,288.52,2025-04-07
SP-483,37,15.52,2025-01-27
SP-497,None,,"Jul 23, 2024"
SP-151,433,27,2025-01-21T00:00:00
SP-370,450,133.26,2024-12-31
SP-292,270,280.49,2025-02-11
SP-203,415,83,2024-05-26
SP-107,349,107.2,2024-03-27
SP-466,46,125,2024-02-09
SP-151,388,165.13,"Dec 19, 2024"
SP-346,Out of Stock,135.2,08/30/24
SP-207,237,341.02,"Jul 02, 2024"
SP-448,LOW,125.32,"Jan 17, 2024"
SP-438,100,446,"Mar 31, 2024"
SP-374,Out of Stock,243.72,2024-08-16
SP-154,182,161.59,11/14/24
SP-154,424,244.11,2024-08-29T00:00:00
SP-212,327,353.48,2025-07-10
SP-464,461,146.54,2024-05-27T00:00:00
SP-425,144,82.74,2024-04-01
SP-146,None,34.66,"Aug 11, 2024"
SP-466,225,162.3,2024-05-04
SP-498,112,333.97,"Jan 21, 2024"
SP-139,None,314.75,"Aug 09, 2024"
SP-339,28,295.35,"Jan 12, 2024"
SP-420,UNAVAILABLE,$215.31,2024-06-04
SP-449,Low Stock,$201.39,2024-11-25T00:00:00
SP-435,112,320.23,2024-09-10T00:00:00
SP-415,140,$116.35,"Jun 15, 2024"
SP-321,419,$246.49,2024-05-25
SP-149,454,150.92,2025-04-26
SP-329,UNAVAILABLE,41.34,"Dec 12, 2024"
SP-218,355,328.66,07/01/24
SP-405,113,$197.78,"Jan 30, 2025"
SP-166,170,$280.13,2024-02-09
SP-167,399,443.69,2025-03-09
SP-241,339,72.29,"Mar 07, 2024"
SP-367,393,448.17,2025-04-22T00:00:00
SP-204,333,155.04,2025-06-27
SP-309,179,$79.95,2025-03-12T00:00:00
SP-212,LOW,179.15,"Jul 07, 2025"
SP-206,LOW,100.54,2024-11-13
SP-421,Out of Stock,15.92,2025-02-02
SP-408,None,198.18,"May 10, 2025"
SP-147,268,$122.62,"Aug 04, 2024"
SP-463,,426.92,2024-01-02
SP-154,174,,"May 09, 2025"
SP-101,483,$230.38,2025-03-12
SP-185,364,71,07/17/25
SP-435,187,7,06/09/24
SP-493,330,$237.10,2024-02-27
SP-244,,120.44,"Jul 20, 2025"
SP-156,128,113.32,"Mar 01, 2024"
SP-272,230,415.59,2024-10-30T00:00:00
SP-164,180,283.69,01/24/25
SP-297,349,246.99,2025-06-29
SP-174,Out of Stock,145.74,2024-05-23
SP-393,None,139,2024-01-03T00:00:00
SP-354,436,339.36,2025-02-26
SP-324,,295.66,01/06/24
SP-117,389,$231.60,03/10/25
SP-175,496,$261.35,2024-06-02
SP-376,41,$402.27,2025-07-21
SP-434,None,83,12/31/24
SP-151,155,$59.17,2024-02-03
SP-165,201,159.08,"Apr 16, 2025"
SP-463,79,40.86,"Aug 01, 2024"
SP-260,152,295,"May 06, 2024"
SP-387,111,$356.32,"Nov 26, 2024"
SP-170,154,358.93,01/31/24
SP-414,9,147.38,2024-10-07
SP-140,339,$82.04,2025-02-22
SP-358,115,97,2024-10-04
SP-162,UNAVAILABLE,$352.97,2024-09-09
SP-355,463,$156.61,"May 30, 2024"
SP-356,483,17.39,"Feb 29, 2024"
SP-280,206,$128.67,2024-10-08
SP-298,LOW,428.3,10/11/24
SP-186,127,$37.93,2025-07-21
SP-384,60,24.29,2025-02-27
SP-291,441,$256.18,"Jul 20, 2024"
SP-139,190,161.99,"Mar 01, 2024"
SP-480,57,$449.65,"May 04, 2025"
SP-410,72,375.33,2025-02-07
SP-416,267,284,2024-01-29
SP-500,312,$245.67,"Jan 01, 2025"
SP-394,444,$409.36,2024-01-10
SP-220,496,$150.58,"Nov 30, 2024"
SP-457,UNAVAILABLE,$365.81,"Dec 08, 2024"
SP-393,421,$261.37,2025-01-15
SP-161,LOW,254,2024-09-29
SP-499,55,120.53,"Aug 18, 2024"
SP-148,UNAVAILABLE,13,11/25/24
SP-200,40,34.45,"Jan 27, 2025"
SP-337,148,140,2024-11-18T00:00:00
SP-263,None,351.49,2024-04-21
SP-417,Low Stock,30.03,07/06/24
SP-407,324,$213.87,"Jun 17, 2025"
SP-465,209,82,07/08/25
SP-149,320,188.48,"Jul 20, 2024"
SP-232,59,312.04,2024-08-16
SP-217,,138.94,04/09/25
SP-481,369,412,"Jun 02, 2024"
SP-202,266,411.63,02/02/25
SP-171,242,,"Nov 23, 2024"
SP-253,48,355.14,07/09/24
SP-223,,$89.07,"Jul 12, 2025"
SP-272,131,243,2024-12-20T00:00:00
SP-268,17,$148.29,2024-02-02T00:00:00
SP-393,low stock,$275.25,2024-05-20
SP-291,,$90.17,2024-09-24T00:00:00
SP-469,52,100.62,10/19/24
SP-160,333,$361.55,2024-09-25
SP-226,LOW,272.4,2024-02-20
SP-277,231,388.61,2024-11-19
SP-400,281,210,2025-01-14
SP-368,176,193.36,"Nov 04, 2024"
SP-345,112,419.28,2024-06-21
SP-449,,$274.31,07/26/24
SP-123,351,197.51,10/16/24
SP-456,,242,07/24/25
SP-446,Out of Stock,345,"Mar 05, 2025"
SP-445,,229.89,"Jan 14, 2024"
SP-312,102,,"Apr 13, 2024"
SP-453,409,$361.18,12/02/24
SP-175,17,182.43,"Mar 16, 2025"
SP-175,None,275.32,2024-09-26T00:00:00
SP-246,245,244.71,"Aug 30, 2024"
SP-401,Out of Stock,292.28,2025-06-23T00:00:00
SP-325,387,$60.54,10/25/24
SP-406,164,69.34,"Sep 15, 2024"
SP-115,LOW,300,"Apr 09, 2025"
SP-468,241,,"Jun 18, 2025"
SP-155,380,$74.00,2025-01-30
SP-441,236,173,"Jul 09, 2024"
SP-418,52,289.42,"Apr 28, 2025"
SP-203,78,232,"Jan 12, 2025"
SP-226,129,$328.58,2024-03-05
SP-177,,21.94,"Apr 15, 2025"
SP-441,159,325.23,"Mar 15, 2025"
SP-311,398,93.52,2025-04-23
SP-366,240,425.8,"Jul 22, 2024"
SP-229,439,$115.04,"Apr 17, 2025"
SP-270,354,$369.50,06/08/24
SP-249,,415.72,"Mar 25, 2025"
SP-184,33,213,07/05/24
SP-323,,244.77,2024-01-23
SP-209,336,270,2024-07-04
SP-473,151,13.59,08/09/24
SP-131,,$285.38,2025-04-10
SP-110,469,$157.75,"Mar 29, 2024"
SP-265,,$439.22,2024-09-27
SP-273,41,252.71,"Jul 09, 2024"
SP-163,446,350.64,2024-10-05T00:00:00
SP-375,270,$33.33,"Jul 21, 2025"
SP-254,436,$112.67,"Nov 10, 2024"
SP-305,98,129.45,"Aug 09, 2024"
SP-273,435,15,"Jan 23, 2024"
SP-474,109,$382.20,2025-03-08
SP-161,low stock,270.7,2024-07-28
SP-404,,23.59,2024-06-30
SP-249,306,,2024-01-27T00:00:00
SP-230,37,420.31,"May 09, 2025"
SP-118,149,448.36,2024-02-08
SP-166,Low Stock,72.39,2024-03-12
SP-411,low stock,226.28,2024-08-03
SP-182,306,276.12,2024-12-30
SP-206,332,283.94,2024-01-11
SP-397,,211.24,2024-06-12
SP-404,379,305.28,"Mar 06, 2024"
SP-162,189,427.41,"Oct 27, 2024"
SP-153,237,$175.97,"Jun 14, 2025"
SP-449,500,435,2025-05-09T00:00:00
SP-222,166,13.93,"May 17, 2024"
SP-409,,$244.90,"Mar 21, 2025"
SP-339,None,200.85,2024-05-24T00:00:00
SP-478,492,89.93,04/06/25
SP-476,272,412.52,2024-12-10
SP-431,291,,06/28/25
SP-205,,154.81,"May 02, 2024"
SP-170,365,64,"May 15, 2024"
SP-218,333,171,2025-02-26
SP-319,None,439.53,2024-08-15
SP-472,40,426.69,"Mar 08, 2025"
SP-134,7,445.22,2025-04-25
SP-295,,119,01/16/25
SP-287,134,93.63,2024-12-13
SP-493,29,350.98,2025-01-14T00:00:00
SP-300,481,10.18,2025-05-07
SP-162,low stock,$12.97,2024-01-25
SP-472,411,19.66,2024-10-11
SP-320,80,134.72,2024-08-17
SP-368,408,376.89,10/24/24
SP-107,440,385,"Aug 11, 2024"
SP-201,29,346,2024-03-04
SP-398,110,425.87,01/28/25
SP-123,181,427.99,2024-11-25T00:00:00
SP-388,440,41,"Mar 10, 2025"
SP-158,,$443.59,2024-06-23T00:00:00
SP-397,123,$439.01,2025-05-04
SP-349,260,,2025-06-06
SP-419,268,$391.26,"Apr 01, 2025"
SP-216,138,419.88,2024-01-27
SP-321,172,$323.38,2024-03-17
SP-403,68,9,03/20/24
SP-439,266,315.27,08/21/24
SP-377,Out of Stock,214.74,"Mar 19, 2025"
SP-444,264,441,2025-06-24
SP-408,401,237.7,09/11/24
SP-308,415,$186.02,2024-02-14
SP-442,301,312.56,2024-04-08
SP-308,29,217.51,2024-09-24
SP-291,249,84.6,"Mar 11, 2025"
SP-202,Low Stock,$111.83,05/10/24
SP-439,160,433.94,2024-10-23
SP-211,123,364.1,2025-01-09T00:00:00
SP-132,333,340,2025-07-17T00:00:00
SP-149,213,$111.42,10/30/24
SP-105,None,$98.01,06/11/25
SP-417,461,420,2024-10-21
SP-441,low stock,$151.33,"Jun 17, 2025"
SP-206,122,429.37,"Feb 28, 2025"
SP-434,149,197.15,2025-07-27T00:00:00
SP-444,72,$316.46,03/22/24
SP-384,,437,02/07/25
SP-246,341,399.44,2024-05-07
SP-494,104,$312.48,"Feb 09, 2024"
SP-127,33,276.78,"Jan 28, 2025"
SP-289,LOW,121,"Oct 07, 2024"
SP-283,438,260.78,2024-06-14
SP-461,400,59.87,"Feb 19, 2025"
SP-477,low stock,$200.59,"Feb 02, 2025"
SP-147,235,225.49,"May 15, 2025"
SP-494,,,2024-04-27
SP-456,196,335,"Dec 16, 2024"
SP-110,271,$48.87,"Sep 24, 2024"
SP-245,292,380.25,"Apr 18, 2024"
SP-348,LOW,$229.08,06/10/25
SP-300,185,274,2024-06-05
SP-251,364,$261.57,2024-11-14T00:00:00
SP-293,325,407.23,2024-12-20
SP-171,317,$31.64,"Apr 14, 2025"
SP-237,338,134,2025-07-15
SP-315,419,$190.68,2024-08-29T00:00:00
SP-169,None,393,2024-08-13T00:00:00
SP-242,345,318.45,2024-12-15
SP-415,low stock,348,05/15/24
SP-203,225,235,2025-04-21
SP-488,136,342.3,2025-05-14
SP-334,363,433.99,"Oct 29, 2024"
SP-234,77,27.42,"Jan 05, 2024"
SP-487,349,240.95,2024-11-09
SP-139,464,,06/22/25
SP-350,391,163,"Feb 01, 2024"
SP-402,UNAVAILABLE,165,01/04/25
SP-154,LOW,,2024-03-20
SP-160,323,405,2025-02-08
SP-362,,278,"Jan 24, 2025"
SP-140,218,$16.25,2024-04-20
SP-396,190,317.48,02/26/24
SP-369,460,378,"Aug 07, 2024"
SP-105,low stock,301.19,2024-12-15
SP-216,51,,"Mar 12, 2025"
SP-327,119,$302.80,09/06/24
SP-276,196,,2024-03-27T00:00:00
SP-297,9,126,07/17/25
SP-415,,$355.82,"Jul 25, 2024"
SP-313,432,,"Aug 16, 2024"
